artists,track_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
Joan Sebastian,Cómo Olvidar,0.553,0.443,4,-8.284,0.0311,0.794,0.000125,0.195,0.433,139.691,r-n-b
Joan Sebastian,Sembrador De Amor,0.665,0.707,7,-7.239,0.0312,0.642,0.00194,0.161,0.777,102.368,r-n-b
Joan Sebastian,En la Barra,0.559,0.318,5,-11.465,0.324,0.72,9.5e-06,0.13,0.929,174.751,r-n-b
Valentín Elizalde,Ya Viene Amaneciendo,0.765,0.485,5,-4.992,0.0345,0.626,0.000341,0.0396,0.984,111.931,r-n-b
Mamonas Assassinas,Chopis Centis - Live,0.432,0.94,2,-7.123,0.108,0.00155,0.0,0.557,0.716,135.665,r-n-b
Joan Sebastian,Duele El Amor,0.595,0.442,0,-6.911,0.0342,0.536,0.0,0.104,0.449,77.069,r-n-b
Banda Autentica de Jerez,Tu Condena,0.764,0.523,10,-4.512,0.0293,0.612,0.0,0.0496,0.816,110.017,r-n-b
Joan Sebastian,Quiero Compartir,0.709,0.775,9,-5.811,0.0544,0.81,0.0,0.133,0.896,149.946,r-n-b
Lil Tjay,20/20,0.886,0.336,4,-12.779,0.239,0.557,0.0,0.0933,0.536,100.044,r-n-b
Ricky Nelson,I Will Follow You,0.671,0.442,0,-11.595,0.0332,0.758,1.63e-05,0.108,0.749,120.774,r-n-b
TV On The Radio,DLZ,0.513,0.88,8,-4.028,0.0445,0.0308,0.0025,0.108,0.542,176.069,r-n-b
Enygma Rapper,Chama (Ace),0.563,0.8,11,-4.118,0.036,0.296,0.0,0.119,0.384,138.974,r-n-b
Luccas Carlos;Gee Rocha,Sem Ninguém - Ao Vivo,0.399,0.471,7,-9.486,0.0399,0.25,0.0,0.656,0.068,99.514,r-n-b
A Família,Brinquedo Assassino,0.771,0.746,9,-4.497,0.262,0.0902,0.0,0.0464,0.502,148.054,r-n-b
MHRAP,Tipo Uzui Tengen,0.655,0.731,1,-7.561,0.0538,0.468,0.0,0.114,0.344,130.039,r-n-b
Cynthia Luz;NOG;Pedro Lotto,Hey Boy,0.646,0.476,0,-9.249,0.409,0.572,0.0,0.229,0.703,87.876,r-n-b
Maneva,Vá Viver - Acústico / Ao Vivo,0.769,0.382,0,-9.594,0.0577,0.708,0.336,0.582,0.582,74.0,r-n-b
Enygma Rapper;Mistery,Lua Superior 6,0.598,0.878,7,-5.817,0.131,0.332,0.0,0.187,0.503,147.017,r-n-b
Banda Cuisillos,Yo Te Amo,0.592,0.673,2,-9.496,0.0295,0.589,0.000339,0.0983,0.842,153.176,r-n-b
Valentín Elizalde,Ebrio de Amor,0.573,0.593,5,-5.761,0.0389,0.207,6.97e-06,0.338,0.964,104.666,r-n-b
La Adictiva,JGL - En Vivo Desde El Domo Care Monterrey,0.545,0.678,8,-5.865,0.114,0.711,0.0,0.313,0.923,117.148,r-n-b
El Bebeto,Ya Aprendí A Vivir Sin Ti,0.776,0.394,2,-8.178,0.032,0.225,6.84e-05,0.325,0.561,127.95,r-n-b
Realidade Cruel;Nego Jam,Escrevi Pensando em Você,0.544,0.429,6,-11.773,0.516,0.402,0.0,0.204,0.537,63.026,r-n-b
Saul El Jaguar Alarcón,Estilo De Vida,0.813,0.72,10,-3.059,0.035,0.473,0.0,0.0506,0.972,135.088,r-n-b
Mariano Barba,Me Gustas,0.693,0.461,2,-8.051,0.0397,0.721,0.000178,0.0722,0.429,147.921,r-n-b
Banda Carnaval,El Cajoncito - En Vivo,0.635,0.486,3,-4.197,0.0359,0.714,2.39e-06,0.0894,0.964,112.96,r-n-b
Connie Francis,Stupid Cupid,0.609,0.756,3,-5.747,0.0375,0.762,5.11e-05,0.0521,0.968,136.045,r-n-b
Connie Francis,The Bells of St. Mary's,0.284,0.156,11,-9.556,0.0334,0.896,0.0,0.156,0.146,60.645,r-n-b
Connie Francis,I'll Be Home for Christmas,0.248,0.218,8,-9.347,0.0325,0.8,9.49e-05,0.176,0.202,84.017,r-n-b
Connie Francis,Don't Break The Heart That Loves You,0.366,0.413,8,-6.496,0.0303,0.818,0.0,0.2,0.193,73.4,r-n-b
Joan Sebastian,Que Sea,0.785,0.624,0,-6.644,0.0397,0.201,2.57e-05,0.134,0.899,97.058,r-n-b
Ike & Tina Turner,River Deep - Mountain High,0.377,0.763,3,-6.866,0.0387,0.777,0.00125,0.157,0.302,83.267,r-n-b
Mamonas Assassinas,"Nao Peide Aqui, Baby - Live",0.714,0.767,0,-7.093,0.0548,0.0372,0.00121,0.36,0.695,141.51,r-n-b
Marco Antonio Muñiz;José José,Tiempo (with José José),0.275,0.327,3,-10.236,0.0336,0.822,0.0,0.108,0.283,141.195,r-n-b
RPM,Olhar 43,0.388,0.987,10,-5.936,0.107,0.032,0.0578,0.977,0.405,162.988,r-n-b
Diego Herrera,Los Amigos No Se Besan,0.772,0.497,4,-3.184,0.0452,0.764,5.16e-06,0.0771,0.657,134.86,r-n-b
Lupillo Rivera,Qué Tal Si Te Compro,0.828,0.595,0,-4.889,0.0734,0.401,0.0,0.0596,0.974,94.002,r-n-b
Germán Montero,Ay Que Borrachera,0.676,0.726,8,-4.117,0.0494,0.663,6.66e-05,0.0621,0.981,148.091,r-n-b
Lil Tjay,Mixed Emotions,0.644,0.502,10,-9.57,0.42,0.394,0.0,0.142,0.431,113.93,r-n-b
RZO,O Trem,0.631,0.474,1,-14.021,0.302,0.0625,0.0,0.127,0.806,76.765,r-n-b
MHRAP,Tipo Capitão Patria,0.813,0.477,1,-9.924,0.263,0.144,0.0,0.13,0.739,135.943,r-n-b
7 Minutoz,Rap Do Kaneki: Faminto Por Humanos (Nerd Hits),0.563,0.933,9,-6.931,0.177,0.113,0.0,0.119,0.364,164.061,r-n-b
Takr;808 Ander;ZEP;Enygma Rapper,O Herói do Escudo,0.706,0.819,7,-3.567,0.0911,0.571,0.0,0.1,0.636,144.982,r-n-b
Sabotage;Rappin' Hood;Helião,A Cultura,0.86,0.554,4,-7.981,0.377,0.0808,0.0,0.307,0.636,90.409,r-n-b
7 Minutoz,Rap do Escanor: Orgulhoso Como um Leão,0.588,0.911,0,-8.401,0.171,0.252,2.57e-06,0.0711,0.259,116.074,r-n-b
O Rappa,Ile aye,0.704,0.925,4,-5.918,0.0609,0.0226,0.0,0.169,0.813,118.699,r-n-b
O Rappa,Instinto coletivo,0.657,0.931,7,-5.879,0.15,0.0157,0.11,0.277,0.493,104.983,r-n-b
DJ Jamaika,Tô Só Observando,0.789,0.564,7,-8.222,0.136,0.0623,0.0,0.138,0.445,93.683,r-n-b
Skank,Vamos Fugir - Ao Vivo,0.389,0.94,6,-2.702,0.0531,0.353,0.000295,0.673,0.482,140.018,r-n-b
Ndee Naldinho,O Povo da Periferia (Expressão Ativa),0.804,0.371,0,-15.462,0.138,0.515,1.08e-05,0.173,0.749,133.96,r-n-b
Maneva,Lembranças - Ao Vivo Em São Paulo,0.481,0.65,4,-8.926,0.0391,0.412,0.000236,0.941,0.54,90.086,r-n-b
Banda Rancho Viejo De Julio Aramburo La Bandononona,Evítame la Pena,0.821,0.465,0,-4.893,0.0428,0.675,0.0,0.0991,0.887,119.935,r-n-b
Fidel Rueda,Sin Pelos En La Lengua,0.658,0.607,9,-3.504,0.0351,0.406,5.57e-06,0.263,0.882,129.935,r-n-b
Maneva,Vem Me Beijar,0.587,0.699,7,-8.427,0.0402,0.311,9.16e-06,0.171,0.527,183.916,r-n-b
Lupillo Rivera,Tú y las Nubes,0.676,0.597,5,-6.759,0.0526,0.143,0.00657,0.293,0.439,110.728,r-n-b
El Mimoso Luis Antonio López,Llorar,0.754,0.511,8,-5.714,0.0324,0.204,0.000709,0.0931,0.909,94.957,r-n-b
Biquini Cavadão,Carta Aos Missionários,0.436,0.981,2,-5.52,0.104,0.0217,5.03e-06,0.91,0.489,157.986,r-n-b
Vera Loca,Graffiti - Ao Vivo,0.415,0.877,1,-5.395,0.0305,0.221,0.0,0.97,0.571,96.804,r-n-b
Joan Sebastian,Celia,0.735,0.262,4,-11.132,0.0324,0.641,0.000156,0.134,0.526,116.13,r-n-b
Fidel Rueda,Aquel Amor,0.835,0.832,3,-2.206,0.0403,0.418,1.35e-06,0.0793,0.901,114.038,r-n-b
Maneva,Metamorfose Ambulante - Ao Vivo,0.697,0.38,0,-10.262,0.126,0.374,1.51e-06,0.308,0.543,139.833,r-n-b
Joan Sebastian,Pedacitos de Luna,0.789,0.505,7,-9.023,0.0414,0.758,1.44e-06,0.0757,0.98,130.29,r-n-b
Diego Herrera;Humberto Herrera,La Cecilia,0.698,0.416,10,-5.71,0.0689,0.663,4.94e-05,0.084,0.95,132.652,r-n-b
Joan Sebastian,Ojitos De Golondrina,0.764,0.768,9,-8.769,0.0374,0.12,6.15e-05,0.0688,0.853,114.898,r-n-b
O Rappa,Anjos (Pra quem tem fé) - Versão completa,0.601,0.865,10,-4.153,0.045,0.106,0.000188,0.165,0.46,105.02,r-n-b
7 Minutoz,Suiton,0.741,0.779,6,-5.168,0.0376,0.413,5.03e-06,0.0491,0.51,102.02,r-n-b
O Rappa,Papo de surdo e mudo,0.661,0.899,1,-6.62,0.0384,0.244,0.0921,0.177,0.699,156.879,r-n-b
O Rappa,Tribunal de rua,0.488,0.745,7,-9.22,0.287,0.371,7.68e-05,0.122,0.686,166.723,r-n-b
Maneva;Di Ferrero,O Que Tiver Que Ser Será,0.591,0.538,11,-6.846,0.0446,0.2,0.0,0.204,0.774,172.034,r-n-b
Jorge Muñiz;Marco Antonio Muñiz,"Popurrí ""Los Tres Ases""",0.484,0.448,10,-6.952,0.0454,0.731,0.0,0.0737,0.607,80.43,r-n-b
Flora Matos,CHEI DE GATA,0.8,0.724,1,-8.101,0.0404,0.388,0.000145,0.125,0.685,134.945,r-n-b
Banda Cuisillos,La Nena,0.687,0.865,2,-8.431,0.0335,0.672,2.67e-05,0.0725,0.97,157.487,r-n-b
Banda Rancho Viejo De Julio Aramburo La Bandononona,Mi Niña Mimada,0.734,0.546,8,-5.027,0.0302,0.335,0.0,0.178,0.928,135.966,r-n-b
Maneva;Oriente;Haikaiss,Meu Pai É Rastafar-I - Ao Vivo Em São Paulo,0.655,0.944,4,-5.457,0.151,0.319,0.0,0.888,0.344,97.957,r-n-b
Saul El Jaguar Alarcón;Banda Clave Nueva,Al Estilo Mafia,0.644,0.817,5,-2.306,0.0889,0.341,0.0,0.357,0.965,175.945,r-n-b
Chuy Lizarraga y Su Banda Tierra Sinaloense,Las Güilotas,0.729,0.899,5,-1.492,0.0468,0.423,8.44e-05,0.106,0.974,145.095,r-n-b
Diego Herrera;Ewdin Luna y la Trakalosa de Monterrey,Como Duele (feat. Ewdin Luna y la Trakalosa de Monterrey),0.719,0.669,5,-2.834,0.0277,0.619,0.0,0.21,0.747,125.996,r-n-b
El Mimoso Luis Antonio López,La Farsante,0.737,0.505,0,-3.878,0.0301,0.447,1.74e-06,0.22,0.959,107.008,r-n-b
El Bebeto,Amantes Prohibidos,0.38,0.435,4,-5.952,0.0346,0.531,4.58e-06,0.485,0.541,159.759,r-n-b
Mariano Barba,Mi Amor Eterno,0.678,0.522,0,-7.881,0.0323,0.698,8.56e-05,0.102,0.713,145.74,r-n-b
Maneva,Não Precisa Mudar / Me Abraça - Ao Vivo,0.516,0.521,7,-6.994,0.251,0.294,2.33e-06,0.369,0.498,170.596,r-n-b
Joan Sebastian,Contigo O Sin Ti,0.483,0.426,2,-9.389,0.0315,0.598,2.16e-06,0.325,0.662,152.46,r-n-b
El Coyote Y Su Banda Tierra Santa,Atrapado,0.746,0.588,8,-4.945,0.0524,0.389,5.12e-06,0.057,0.975,119.86,r-n-b
Joan Sebastian,Selene,0.764,0.797,5,-6.558,0.0382,0.486,0.0,0.0599,0.977,104.488,r-n-b
Fidel Rueda,Amor De Table Dance,0.739,0.627,0,-5.168,0.108,0.379,0.0,0.0934,0.852,154.934,r-n-b
El Coyote Y Su Banda Tierra Santa,Las Morenas,0.839,0.755,3,-3.649,0.0448,0.428,2.47e-06,0.0532,0.97,114.978,r-n-b
Banda Cuisillos,Suavito,0.79,0.743,0,-5.828,0.0282,0.402,6.67e-06,0.0696,0.96,104.997,r-n-b
La Original Banda El Limón de Salvador Lizárraga,Que Se Te Olvidó,0.728,0.333,10,-11.611,0.0387,0.462,0.0,0.112,0.966,102.586,r-n-b
Sheff G,"No Suburban, Pt. 2",0.85,0.458,8,-7.82,0.339,0.476,0.0,0.26,0.616,143.973,r-n-b
Ricky Nelson,Travelin' Man - Remastered,0.723,0.44,2,-10.536,0.0319,0.667,0.0,0.128,0.843,123.217,r-n-b
Jay & The Americans,Come A Little Bit Closer,0.636,0.684,3,-9.302,0.057,0.52,0.0015,0.534,0.881,132.509,r-n-b
Cynthia Luz,Beira Mar,0.571,0.324,0,-9.245,0.205,0.666,0.0,0.0895,0.672,142.77,r-n-b
Rodrigo Zin,Crocodile,0.692,0.632,10,-4.242,0.0845,0.109,0.0,0.0904,0.626,82.54,r-n-b
Rodrigo Zin,Tanjiro Kamado,0.677,0.573,10,-7.982,0.047,0.317,0.0,0.291,0.282,107.059,r-n-b
Cynthia Luz;Pedro Lotto;Paiva Prod,Sejas Bem Feliz,0.644,0.219,9,-14.797,0.0719,0.432,0.0,0.0994,0.159,114.867,r-n-b
Projota;Dado Villa-Lobos,Carta Aos Meus / Incidental: Tempo Perdido,0.372,0.831,4,-5.385,0.0709,0.14,0.0,0.116,0.427,82.598,r-n-b
509-E;Dexter;Afro-X,Mile Dias,0.767,0.509,0,-6.123,0.28,0.301,0.00329,0.494,0.733,153.537,r-n-b
Oh Honey,I Love You Will Still Sound The Same,0.607,0.737,3,-5.714,0.0309,0.0348,0.0,0.119,0.702,113.96,r-n-b
Carlos Lico,No,0.252,0.535,2,-7.898,0.0387,0.659,2.58e-05,0.099,0.354,81.805,r-n-b
Blitz,Weekend,0.768,0.584,5,-9.785,0.0682,0.234,4e-06,0.325,0.911,113.767,r-n-b
O Rappa,Bitterusso champagne - Ao vivo,0.459,0.9,1,-5.215,0.111,0.301,0.087,0.874,0.488,170.013,r-n-b
Maneva,O Destino Não Quis,0.708,0.461,9,-7.764,0.0367,0.607,0.0,0.114,0.494,131.992,r-n-b
Enygma Rapper,Liberdade (Sabo),0.641,0.766,6,-7.417,0.0882,0.257,0.0,0.109,0.399,103.055,r-n-b
Diego Herrera,Palabras Sucias,0.737,0.522,5,-2.928,0.0407,0.698,3.61e-05,0.107,0.905,150.079,r-n-b
Banda Cuisillos,Palomas Que Andan Volando,0.51,0.712,2,-5.292,0.0316,0.0779,0.0915,0.394,0.867,124.311,r-n-b
Facção Central,Castelo Triste,0.747,0.624,9,-4.72,0.34,0.304,0.0,0.155,0.648,135.921,r-n-b
Valentín Elizalde,Pa' Que Son Pasiones,0.636,0.425,5,-6.357,0.0397,0.566,0.0,0.242,0.655,115.978,r-n-b
La Original Banda El Limón de Salvador Lizárraga;El Mimoso Luis Antonio López,Diamante Negro,0.74,0.518,8,-4.914,0.0415,0.562,3.79e-06,0.0456,0.981,132.998,r-n-b
Consciência Humana,Lembrança,0.856,0.601,8,-8.942,0.0856,0.0468,0.0,0.0707,0.632,136.898,r-n-b
Joan Sebastian,La Recompensa,0.738,0.406,10,-7.143,0.0445,0.89,6.76e-05,0.232,0.96,112.912,r-n-b
Maneva,O Tempo Passa,0.798,0.633,5,-7.259,0.043,0.0795,0.000318,0.257,0.782,89.029,r-n-b
Rosana,Nem um Toque,0.563,0.415,10,-12.457,0.029,0.618,1.83e-05,0.0898,0.579,130.802,r-n-b
Capital Inicial,Quatro Vezes Você - Ao Vivo,0.434,0.887,11,-6.702,0.0477,0.00113,0.000345,0.941,0.602,77.515,r-n-b
Joan Sebastian,Torera,0.77,0.409,3,-8.057,0.0449,0.751,0.000179,0.242,0.972,96.029,r-n-b
Maneva,Ser Perfeito,0.712,0.601,10,-7.304,0.039,0.0874,5.36e-05,0.172,0.847,149.883,r-n-b
Valentín Elizalde,Corazon De Oro,0.355,0.383,10,-8.556,0.105,0.471,0.00144,0.422,0.741,177.291,r-n-b
El Mimoso Luis Antonio López,El Peor De Tus Antojos,0.672,0.489,0,-5.15,0.0285,0.549,0.0,0.16,0.927,98.447,r-n-b
Banda Carnaval,Ya Me Sirvió De Experiencia,0.692,0.578,0,-2.947,0.039,0.618,7.23e-06,0.127,0.951,148.166,r-n-b
Joan Sebastian,Un Cacahuate,0.883,0.351,10,-7.576,0.111,0.581,2.55e-05,0.0514,0.972,126.282,r-n-b
Diego Herrera;Leandro Ríos,Se Vende un Caballo,0.649,0.589,3,-5.085,0.0393,0.574,0.0,0.222,0.966,104.218,r-n-b
Projota,Até O Final - Ao Vivo,0.657,0.877,6,-5.806,0.0882,0.189,0.0,0.695,0.793,176.007,r-n-b
Flora Matos,CONVERSAR COM O MAR,0.867,0.696,4,-8.147,0.0847,0.18,9.82e-06,0.0725,0.818,133.008,r-n-b
7 Minutoz;Dk 47,Genki-Dama,0.826,0.776,1,-4.254,0.0645,0.318,0.0,0.259,0.703,111.998,r-n-b
Julio Preciado Y Su Banda Perla Del Pacifico,Un Rinconcito en el Cielo,0.897,0.644,5,-6.437,0.0434,0.449,0.0264,0.139,0.972,109.976,r-n-b
Enygma Rapper,Rap Do Chopper: Flores de Cerejeira,0.586,0.441,10,-11.591,0.0521,0.725,0.0,0.387,0.439,114.878,r-n-b
Los Hermanos,A Flor - Ao Vivo,0.42,0.916,8,-8.598,0.08,0.166,0.0977,0.457,0.287,135.172,r-n-b
7 Minutoz,Rap do Kratos: Eu Sou um Deus (NERD HITS),0.613,0.745,9,-9.253,0.0655,0.562,0.0,0.161,0.322,94.019,r-n-b
La Adictiva,Pajarillo,0.785,0.574,0,-5.191,0.0343,0.176,0.0,0.0789,0.914,125.004,r-n-b
Nelson Ned,El Preso No. 9,0.519,0.38,11,-11.009,0.0342,0.716,0.0,0.283,0.617,121.587,r-n-b
Chuy Lizarraga y Su Banda Tierra Sinaloense,Medley: Cuanto Me Gusta Este Rancho / Besos Y Cerezas - En Vivo,0.447,0.566,3,-6.718,0.0716,0.551,0.000269,0.429,0.962,147.081,r-n-b
"El Mimoso Luis Antonio López;Luis Angel ""El Flaco""",Cuando El Destino (En vivo),0.559,0.26,3,-9.051,0.115,0.34,0.0,0.129,0.516,73.68,r-n-b
Rita Coolidge,We're All Alone,0.332,0.429,7,-8.376,0.0287,0.356,3.1e-05,0.0619,0.242,128.091,r-n-b
Julio Preciado Y Su Banda Perla Del Pacifico,Las Dos Monedas,0.665,0.526,7,-8.149,0.0381,0.502,0.0,0.133,0.975,98.206,r-n-b
"Sergio Vega ""El Shaka""",Atraves de la Luna,0.599,0.352,2,-10.901,0.0715,0.644,0.0,0.0245,0.634,141.745,r-n-b
Maneva,Não Nos Falta Nada,0.808,0.61,9,-6.27,0.0497,0.15,0.00011,0.0848,0.672,130.999,r-n-b
Joan Sebastian,El General,0.762,0.426,2,-7.448,0.0592,0.873,1.41e-05,0.135,0.963,101.246,r-n-b
Joan Sebastian,La Hablantina,0.61,0.404,3,-8.576,0.198,0.864,1.75e-06,0.0741,0.968,173.039,r-n-b
MTK;Meucci;Tasdan;Agatha,"Pode Me Esperar (feat. Meucci, Tasdan & Agatha)",0.689,0.682,11,-6.578,0.0288,0.271,0.0,0.272,0.617,104.068,r-n-b
MHRAP,Vibe Animes 3 (Sad),0.629,0.712,6,-6.812,0.0338,0.0642,0.0,0.352,0.294,134.937,r-n-b
Enygma Rapper,O Monstro Sem Nome (Johan),0.56,0.743,6,-7.878,0.0685,0.197,0.0,0.107,0.331,144.89,r-n-b
Marcelo D2;Jacaré,Pilotando O Bonde Da Excursão / Inclusão: Balanço Do Jacaré / Good Times - Live,0.826,0.94,9,-5.333,0.154,0.3,7.27e-05,0.979,0.484,109.591,r-n-b
Skank,Vou Deixar,0.469,0.852,2,-6.001,0.036,0.101,2.7e-05,0.132,0.671,135.829,r-n-b
Projota,Chuva De Novembro Parte 2,0.764,0.596,7,-6.405,0.0348,0.303,1.01e-06,0.102,0.364,89.999,r-n-b
Edwin Luna y La Trakalosa de Monterrey,Hoy Ya No Hicimos el Amor,0.637,0.471,3,-6.995,0.0301,0.32,0.0,0.0956,0.803,143.859,r-n-b
anirap,Fome de Poder (Jack Hanma),0.757,0.444,1,-16.821,0.25,0.186,9.23e-06,0.0915,0.382,127.008,r-n-b
Edwin Luna y La Trakalosa de Monterrey,No Se Que Hago,0.662,0.56,9,-5.298,0.0286,0.14,0.0,0.219,0.702,117.949,r-n-b
Edwin Luna y La Trakalosa de Monterrey;Kombo Kolombia,Como Duele (feat. Kombo Kolombia),0.757,0.564,5,-5.003,0.03,0.748,0.0,0.234,0.644,126.17,r-n-b
Skank,De Repente - Versão Estúdio,0.69,0.815,7,-4.696,0.0394,0.215,1.67e-05,0.205,0.885,92.983,r-n-b
7 Minutoz,Rap do Kakuzu: Achou Que Eu Tinha Morrido (Nerd Hits),0.714,0.696,2,-5.097,0.202,0.285,0.0,0.0977,0.317,150.095,r-n-b
Charlie Brown Jr.;LION dj,Tudo Que Ela Gosta De Escutar - Lion Remix,0.743,0.852,10,-7.223,0.0528,0.00317,0.0733,0.292,0.56,124.019,r-n-b
El Mimoso Luis Antonio López,No Soy Monedita de Oro,0.497,0.584,10,-4.633,0.0492,0.229,0.0,0.415,0.8,141.537,r-n-b
Chuy Lizarraga y Su Banda Tierra Sinaloense,Tu Mami,0.547,0.667,2,-3.101,0.0375,0.356,6.57e-05,0.335,0.867,120.155,r-n-b
Mariano Barba,Las Mananitas,0.647,0.6,8,-6.078,0.0357,0.711,0.0,0.261,0.969,99.092,r-n-b
Banda Los Recoditos,Ponle Que Sí,0.562,0.42,10,-5.697,0.0406,0.234,0.0,0.0415,0.687,144.36,r-n-b
Banda Autentica de Jerez,Los Tres De Zacatecas,0.764,0.618,8,-6.733,0.0508,0.489,0.0,0.0575,0.99,119.938,r-n-b
Joan Sebastian,Recuérdame Bonito,0.64,0.552,3,-7.338,0.0284,0.416,0.0,0.0787,0.466,92.478,r-n-b
El Chapo De Sinaloa,Maldito Licor,0.707,0.405,10,-4.985,0.105,0.698,0.0,0.0732,0.961,84.904,r-n-b
Edwin Luna y La Trakalosa de Monterrey;Big Javy,Mi Nombre Entre Tus Dientes (feat. Big Javy),0.723,0.616,2,-3.939,0.1,0.615,0.0,0.0729,0.573,137.97,r-n-b
Edwin Luna y La Trakalosa de Monterrey;Banda La Reyna de Monterrey;La Atraktiva de Monterrey,Pa' Quitarle las Ganas (feat. Banda La Reyna de Monterrey & La Atraktiva de Monterrey),0.66,0.529,9,-4.273,0.0609,0.427,0.0,0.162,0.878,134.835,r-n-b
El Coyote Y Su Banda Tierra Santa,Qué Casualidad,0.695,0.415,10,-10.422,0.042,0.441,5.7e-06,0.166,0.979,123.981,r-n-b
Lupillo Rivera,Que Te Ha Dado Esa Mujer,0.567,0.308,3,-6.901,0.032,0.699,2.44e-06,0.199,0.635,86.122,r-n-b
Julio Preciado Y Su Banda Perla Del Pacifico,Flor de Capomo,0.739,0.697,5,-3.392,0.0333,0.33,7.78e-06,0.111,0.994,125.335,r-n-b
El Bebeto,Lo Legal (Version Mariachi),0.329,0.378,0,-7.246,0.0318,0.441,0.0,0.189,0.4,62.911,r-n-b
Engenheiros Do Hawaii,A Revolta Dos Dândis Pt. 1 - Ao Vivo,0.622,0.905,4,-7.535,0.0486,0.111,1.75e-05,0.966,0.75,100.031,r-n-b
Paul Anka,Put Your Head On My Shoulder (Remastered),0.587,0.55,4,-4.967,0.0279,0.712,0.0,0.182,0.525,109.967,r-n-b
Marcelo D2,Vou Por Aí,0.49,0.759,11,-7.777,0.141,0.103,0.0,0.579,0.569,87.652,r-n-b
Lil Tjay,Resume,0.821,0.485,1,-12.369,0.411,0.324,0.0,0.105,0.41,143.026,r-n-b
Lil Tjay;Lil Durk,Brothers (feat. Lil Durk) - Remix,0.688,0.489,2,-7.627,0.173,0.619,0.0,0.153,0.559,85.404,r-n-b
TIAGO IORC,Fuzuê - Ao Vivo,0.545,0.654,11,-14.689,0.0493,0.22,3.3e-05,0.693,0.576,96.094,r-n-b
MTK;Cammie;Anchietx,Original MTK #2 - Se Você Vier,0.672,0.504,11,-8.925,0.0446,0.594,0.0,0.133,0.546,97.943,r-n-b
Cynthia Luz;Dalsin,Por Aqui,0.674,0.511,5,-6.952,0.169,0.62,0.0,0.0908,0.374,80.046,r-n-b
TIAGO IORC;Jorge Drexler,Me Tira Pra Dançar - Ao Vivo,0.649,0.586,11,-14.173,0.112,0.249,0.0,0.704,0.82,87.056,r-n-b
Projota,Chuva De Novembro,0.609,0.726,4,-5.677,0.0611,0.421,0.0,0.288,0.516,89.362,r-n-b
Takr;Sidney Scaccio;MHRAP,Cria Da Folha,0.782,0.536,8,-6.635,0.036,0.387,0.0,0.173,0.23,129.994,r-n-b
Maglore,Motor,0.414,0.329,2,-8.788,0.0359,0.824,0.076,0.0906,0.146,120.726,r-n-b
Rappin' Hood,Zé Brasileiro,0.796,0.742,2,-5.661,0.218,0.154,0.0,0.263,0.679,83.488,r-n-b
Felícia Rock;MHRAP,Chuva de Kunai,0.85,0.665,10,-6.41,0.235,0.322,0.0,0.247,0.294,107.026,r-n-b
O Rappa,Na frente do reto - Acústico,0.703,0.918,8,-7.644,0.0759,0.169,0.109,0.968,0.775,117.751,r-n-b
anirap,Purgatório (Ban),0.646,0.753,2,-6.542,0.0646,0.386,0.0,0.105,0.0391,99.948,r-n-b
O Rappa,Não vão me matar - Ao vivo,0.423,0.732,2,-6.212,0.152,0.303,0.0492,0.969,0.534,84.366,r-n-b
Skank,Dois Rios - Ao Vivo,0.502,0.775,9,-4.653,0.0303,0.485,0.0,0.985,0.297,78.036,r-n-b
anirap,Impulso Assassino (Zack Foster),0.678,0.553,6,-6.99,0.0398,0.547,9.38e-06,0.541,0.279,87.997,r-n-b
La Adictiva,Mi Trago ¿Cuál?,0.809,0.381,5,-5.275,0.0372,0.525,9.7e-06,0.0722,0.925,136.144,r-n-b
Inimigos Do Rei,Adelaide (You'll Be Illin'),0.75,0.738,2,-11.113,0.0403,0.47,0.0,0.0661,0.965,134.534,r-n-b
Maneva,"Lindo, Leve E Pleno",0.583,0.544,7,-4.483,0.0269,0.406,0.0,0.344,0.564,157.988,r-n-b
Maneva;Gabriel Elias,Corre Pro Meu Mar - Acústico / Ao Vivo,0.481,0.449,11,-10.907,0.0338,0.638,0.00264,0.705,0.338,122.741,r-n-b
Capital Inicial,Incondicionalmente,0.62,0.656,7,-6.821,0.0244,0.00565,0.0,0.118,0.479,108.017,r-n-b
O Rappa,Boa noite xangô,0.708,0.852,8,-5.484,0.0374,0.0551,0.000386,0.108,0.722,108.514,r-n-b
Chico Science;Nação Zumbi,Samba Makossa,0.489,0.696,7,-10.355,0.0722,0.0283,0.0541,0.17,0.485,122.095,r-n-b
La Original Banda El Limón de Salvador Lizárraga;Joel Elizalde,Te Llevaste Lo Mejor,0.789,0.527,10,-4.931,0.0335,0.297,6.37e-05,0.065,0.966,131.041,r-n-b
Diego Herrera;Leandro Ríos;Pancho Uresti,El Regalo,0.754,0.452,8,-5.902,0.0326,0.552,0.0,0.0608,0.765,90.025,r-n-b
El Coyote Y Su Banda Tierra Santa,Y Que Paso,0.584,0.655,10,-6.732,0.0427,0.566,0.0,0.0992,0.636,109.777,r-n-b
El Mimoso Luis Antonio López,El Cantador,0.707,0.716,3,-3.564,0.0304,0.503,8.82e-06,0.0875,0.965,110.014,r-n-b
Nenhum De Nós,Canção Da Meia-Noite - Ao Vivo,0.57,0.549,0,-10.746,0.0451,0.482,0.0,0.687,0.525,123.104,r-n-b
